,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90
14798,2010,Q4,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,55,23,6.0,10.4
14799,2010,Q4,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,46,51,6.1,10.7
14800,2010,Q4,Provincial Health Services Authority,All Facilities,Laparoscopy,16,20,6.0,8.0
14801,2010,Q4,Provincial Health Services Authority,All Facilities,Mastectomy,6,16,2.6,3.5
14802,2010,Q4,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,60,7,1.4,2.8
14803,2010,Q4,Provincial Health Services Authority,All Facilities,Uterine Surgery,204,232,7.6,14.9
14804,2010,Q4,Provincial Health Services Authority,All Facilities,Vaginal Repair,8,16,3.5,5.8
14805,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,58,141,2.4,7.0
14806,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,19,1.0,3.3
14807,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,17,54,1.7,3.4
14808,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,17,23,6.0,10.4
14809,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,6,16,2.6,3.5
14810,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Skin Tumour Removal,3,6,1.3,2.6
14811,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,6,12,3.2,5.0
14812,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,7,12,1.5,6.7
14813,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,327,413,4.4,11.6
14814,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,47,87,3.0,10.0
14815,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,46,51,6.1,10.7
14816,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,13,20,6.0,8.0
14817,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,204,232,7.6,14.9
16759,2011,Q1,Provincial Health Services Authority,All Facilities,All Other Procedures,68,79,5.3,21.0
16760,2011,Q1,Provincial Health Services Authority,All Facilities,All Procedures,2143,2162,5.3,25.9
16761,2011,Q1,Provincial Health Services Authority,All Facilities,Biopsy in OR,13,23,1.9,14.5
16762,2011,Q1,Provincial Health Services Authority,All Facilities,Breast Biopsy,12,65,1.9,5.4
16763,2011,Q1,Provincial Health Services Authority,All Facilities,CSF Drainage,3,6,0.6,1.4
16764,2011,Q1,Provincial Health Services Authority,All Facilities,Cataract Surgery,3,5,3.1,7.4
16765,2011,Q1,Provincial Health Services Authority,All Facilities,Colostomy/Ileostomy,5,7,0.4,9.6
16766,2011,Q1,Provincial Health Services Authority,All Facilities,Cone Biopsy,3,8,2.8,13.5
16767,2011,Q1,Provincial Health Services Authority,All Facilities,Cranial Surgery,15,30,2.2,16.0
16768,2011,Q1,Provincial Health Services Authority,All Facilities,Cyst/Ganglion Removal,16,22,7.9,32.3
16769,2011,Q1,Provincial Health Services Authority,All Facilities,D&C and Related Surgery,43,102,3.6,10.8
16770,2011,Q1,Provincial Health Services Authority,All Facilities,Dental Surgery,267,236,4.9,20.0
16771,2011,Q1,Provincial Health Services Authority,All Facilities,Examination Under Anaesthetic,71,60,5.4,19.4
16772,2011,Q1,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,39,77,4.1,23.3
16773,2011,Q1,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,54,56,6.4,15.6
16774,2011,Q1,Provincial Health Services Authority,All Facilities,Fracture Repair,3,12,1.0,2.0
16775,2011,Q1,Provincial Health Services Authority,All Facilities,Gastrostomy/Jejunostomy,12,20,5.9,20.4
16776,2011,Q1,Provincial Health Services Authority,All Facilities,Hernia Repair - Abdominal,123,96,26.2,54.5
16777,2011,Q1,Provincial Health Services Authority,All Facilities,Laparoscopy,21,31,4.9,14.6
16778,2011,Q1,Provincial Health Services Authority,All Facilities,Lens & Vitreous (non-cataract) Surgery,3,6,2.6,6.1
16779,2011,Q1,Provincial Health Services Authority,All Facilities,Male Reproductive Surgery,87,78,9.3,32.0
16780,2011,Q1,Provincial Health Services Authority,All Facilities,Mastectomy,3,16,1.7,5.0
16781,2011,Q1,Provincial Health Services Authority,All Facilities,Mastoidectomy,6,7,26.0,71.9
16782,2011,Q1,Provincial Health Services Authority,All Facilities,Myringotomy,84,83,8.1,16.0
16783,2011,Q1,Provincial Health Services Authority,All Facilities,Oral Cavity & Pharynx Surgery,25,31,7.6,21.9
16784,2011,Q1,Provincial Health Services Authority,All Facilities,Other Ear Surgery,44,27,12.7,33.0
16785,2011,Q1,Provincial Health Services Authority,All Facilities,Other Eye Surgery,132,187,6.1,21.3
16786,2011,Q1,Provincial Health Services Authority,All Facilities,Other Orthopaedic Surgery,181,137,6.0,37.9
16787,2011,Q1,Provincial Health Services Authority,All Facilities,Other Urology Surgery,111,85,6.1,30.5
16788,2011,Q1,Provincial Health Services Authority,All Facilities,Skin Surgery,15,45,2.0,19.9
16789,2011,Q1,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,55,51,7.3,33.1
16790,2011,Q1,Provincial Health Services Authority,All Facilities,Spinal/Back Surgery,158,59,7.1,111.3
16791,2011,Q1,Provincial Health Services Authority,All Facilities,Tendon Surgery,18,13,18.4,41.3
16792,2011,Q1,Provincial Health Services Authority,All Facilities,Tonsillectomy/Adenoidectomy,87,69,13.0,22.1
16793,2011,Q1,Provincial Health Services Authority,All Facilities,Tympanoplasty,25,10,26.5,67.3
16794,2011,Q1,Provincial Health Services Authority,All Facilities,Uterine Surgery,244,233,4.8,13.6
16795,2011,Q1,Provincial Health Services Authority,All Facilities,Vaginal Repair,10,14,2.2,6.4
16796,2011,Q1,Provincial Health Services Authority,All Facilities,Vascular Surgery - Other,20,30,4.4,21.3
16797,2011,Q1,Provincial Health Services Authority,All Facilities,Wound/Laceration Care,3,9,0.1,6.1
16798,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,43,150,1.9,7.0
16799,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,9,1.4,3.7
16800,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,12,65,1.9,5.4
16801,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,9,1.3,5.5
16802,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,15,25,4.1,11.1
16803,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,16,1.7,5.0
16804,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,7,14,2.2,6.4
16805,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,62,62,5.9,25.0
16806,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1732,1575,6.7,29.6
16807,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,9,13,1.9,18.4
16808,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,3,6,0.6,1.4
16809,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cataract Surgery,3,5,3.1,7.4
16810,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Colostomy/Ileostomy,5,7,0.4,9.6
16811,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,15,30,2.2,16.0
16812,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,14,19,10.0,34.3
16813,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,267,236,4.9,20.0
16814,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,68,58,6.5,19.4
16815,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,24,52,4.1,24.7
