,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90
1065,2009,Q1,Northern,Bulkley Valley District Hospital,Bladder Surgery,9,5,9.1,60.5
1066,2009,Q1,Northern,Bulkley Valley District Hospital,Cholecystectomy,3,8,21.1,38.2
1067,2009,Q1,Northern,Bulkley Valley District Hospital,Hernia Repair - Abdominal,16,9,16.9,29.2
1068,2009,Q1,Northern,Bulkley Valley District Hospital,Male Reproductive Surgery,9,6,3.9,16.6
1069,2009,Q1,Northern,Bulkley Valley District Hospital,Other Urology Surgery,36,5,13.0,44.3
1070,2009,Q1,Northern,Bulkley Valley District Hospital,Tonsillectomy/Adenoidectomy,11,8,28.6,46.9
1071,2009,Q1,Northern,Bulkley Valley District Hospital,Uterine Surgery,7,5,3.0,3.6
1072,2009,Q1,Northern,Dawson Creek And District Hospital,All Procedures,244,315,4.6,19.9
1073,2009,Q1,Northern,Dawson Creek And District Hospital,Bowel Resection,3,5,1.0,3.0
1074,2009,Q1,Northern,Dawson Creek And District Hospital,Cholecystectomy,12,10,6.0,9.1
1075,2009,Q1,Northern,Dawson Creek And District Hospital,Cone Biopsy,3,6,2.6,3.9
1076,2009,Q1,Northern,Dawson Creek And District Hospital,D&C and Related Surgery,8,20,2.0,3.7
1077,2009,Q1,Northern,Dawson Creek And District Hospital,Examination Under Anaesthetic,3,6,1.8,3.6
1078,2009,Q1,Northern,Dawson Creek And District Hospital,Fallopian Tube/Ovarian Surgery,3,15,4.4,9.8
1079,2009,Q1,Northern,Dawson Creek And District Hospital,Fracture Repair,3,6,2.2,28.5
1080,2009,Q1,Northern,Dawson Creek And District Hospital,Hernia Repair - Abdominal,18,28,4.1,10.6
1081,2009,Q1,Northern,Dawson Creek And District Hospital,Hip Replacement,18,14,16.0,28.0
1082,2009,Q1,Northern,Dawson Creek And District Hospital,Knee Arthroscopy,12,24,3.9,10.1
1083,2009,Q1,Northern,Dawson Creek And District Hospital,Knee Replacement,44,19,38.0,62.6
1084,2009,Q1,Northern,Dawson Creek And District Hospital,Male Reproductive Surgery,3,13,6.1,18.5
1085,2009,Q1,Northern,Dawson Creek And District Hospital,Nerve Surgery,3,20,4.1,10.9
1086,2009,Q1,Northern,Dawson Creek And District Hospital,Other Orthopaedic Surgery,22,25,5.1,17.9
1087,2009,Q1,Northern,Dawson Creek And District Hospital,Shoulder Surgery,26,18,5.1,14.7
1088,2009,Q1,Northern,Dawson Creek And District Hospital,Skin Tumour Removal,3,6,7.1,9.3
1089,2009,Q1,Northern,Dawson Creek And District Hospital,Tonsillectomy/Adenoidectomy,14,22,9.5,14.0
1090,2009,Q1,Northern,Dawson Creek And District Hospital,Uterine Surgery,5,13,4.3,9.3
1091,2009,Q1,Northern,Dawson Creek And District Hospital,Varicose Veins Ligation/Stripping,7,6,9.4,12.6
1092,2009,Q1,Northern,Fort St John General Hospital,All Other Procedures,126,212,5.2,15.0
1093,2009,Q1,Northern,Fort St John General Hospital,All Procedures,453,619,4.4,21.5
1094,2009,Q1,Northern,Fort St John General Hospital,Bladder Surgery,11,11,2.1,2.7
1095,2009,Q1,Northern,Fort St John General Hospital,Breast Biopsy,3,9,1.9,4.1
1096,2009,Q1,Northern,Fort St John General Hospital,Cataract Surgery,138,55,32.4,48.7
1097,2009,Q1,Northern,Fort St John General Hospital,Cholecystectomy,9,18,2.5,5.6
1098,2009,Q1,Northern,Fort St John General Hospital,Cyst/Ganglion Removal,3,15,2.7,6.4
1099,2009,Q1,Northern,Fort St John General Hospital,D&C and Related Surgery,5,23,1.6,3.7
1100,2009,Q1,Northern,Fort St John General Hospital,Dental Surgery,9,15,3.6,9.0
1101,2009,Q1,Northern,Fort St John General Hospital,Fallopian Tube/Ovarian Surgery,5,11,8.6,14.1
1102,2009,Q1,Northern,Fort St John General Hospital,Hand/Wrist Surgery,11,12,5.6,30.2
1103,2009,Q1,Northern,Fort St John General Hospital,Hernia Repair - Abdominal,12,33,2.3,15.6
1104,2009,Q1,Northern,Fort St John General Hospital,Knee Arthroscopy,19,16,3.1,9.6
1105,2009,Q1,Northern,Fort St John General Hospital,Laparoscopy,3,18,2.4,4.6
1106,2009,Q1,Northern,Fort St John General Hospital,Male Reproductive Surgery,5,6,2.1,9.9
1107,2009,Q1,Northern,Fort St John General Hospital,Nasal Surgery,8,6,9.3,19.6
1108,2009,Q1,Northern,Fort St John General Hospital,Other Orthopaedic Surgery,9,16,5.5,28.6
1109,2009,Q1,Northern,Fort St John General Hospital,Rectal Surgery,3,6,3.0,11.2
1110,2009,Q1,Northern,Fort St John General Hospital,Skin Tumour Removal,3,13,2.9,10.8
1111,2009,Q1,Northern,Fort St John General Hospital,Tonsillectomy/Adenoidectomy,20,42,9.0,13.7
1112,2009,Q1,Northern,Fort St John General Hospital,Uterine Surgery,9,30,3.5,9.7
1113,2009,Q1,Northern,Fort St John General Hospital,Vaginal Repair,3,5,3.0,5.7
1114,2009,Q1,Northern,G.R. Baker Memorial Hospital,All Other Procedures,183,262,2.9,17.1
1115,2009,Q1,Northern,G.R. Baker Memorial Hospital,All Procedures,423,592,2.7,16.8
1116,2009,Q1,Northern,G.R. Baker Memorial Hospital,Bladder Surgery,9,15,6.0,42.6
1117,2009,Q1,Northern,G.R. Baker Memorial Hospital,Breast Reconstruction,3,10,2.4,6.2
1118,2009,Q1,Northern,G.R. Baker Memorial Hospital,Cholecystectomy,7,20,3.1,7.2
1119,2009,Q1,Northern,G.R. Baker Memorial Hospital,Cyst/Ganglion Removal,14,5,2.6,5.3
1120,2009,Q1,Northern,G.R. Baker Memorial Hospital,Dental Surgery,24,32,3.1,29.0
1121,2009,Q1,Northern,G.R. Baker Memorial Hospital,Excision Lesion/Tumour,3,19,2.6,6.5
1122,2009,Q1,Northern,G.R. Baker Memorial Hospital,Hernia Repair - Abdominal,18,23,2.1,5.7
1123,2009,Q1,Northern,G.R. Baker Memorial Hospital,Lipectomy,3,11,2.9,9.0
1124,2009,Q1,Northern,G.R. Baker Memorial Hospital,Male Reproductive Surgery,7,8,7.3,9.5
1125,2009,Q1,Northern,G.R. Baker Memorial Hospital,Myringotomy,3,8,4.6,7.0
1126,2009,Q1,Northern,G.R. Baker Memorial Hospital,Nasal Surgery,12,12,15.7,20.6
1127,2009,Q1,Northern,G.R. Baker Memorial Hospital,Other Orthopaedic Surgery,8,6,2.3,8.0
1128,2009,Q1,Northern,G.R. Baker Memorial Hospital,Other Urology Surgery,16,30,0.1,107.0
1129,2009,Q1,Northern,G.R. Baker Memorial Hospital,Skin Surgery,3,5,1.6,3.5
1130,2009,Q1,Northern,G.R. Baker Memorial Hospital,Skin Tumour Removal,16,25,2.1,5.4
1131,2009,Q1,Northern,G.R. Baker Memorial Hospital,Tonsillectomy/Adenoidectomy,63,15,17.7,27.4
1132,2009,Q1,Northern,G.R. Baker Memorial Hospital,Uterine Surgery,3,7,2.1,3.1
1133,2009,Q1,Northern,G.R. Baker Memorial Hospital,Varicose Veins Ligation/Stripping,12,7,4.1,11.5
1134,2009,Q1,Northern,G.R. Baker Memorial Hospital,Vascular Surgery - Other,3,8,1.5,2.7
1135,2009,Q1,Northern,G.R. Baker Memorial Hospital,Wound/Laceration Care,3,16,0.5,2.4
1136,2009,Q1,Northern,Kitimat General Hospital,All Procedures,92,142,7.9,41.1
1137,2009,Q1,Northern,Kitimat General Hospital,Cholecystectomy,3,6,8.1,11.2
1138,2009,Q1,Northern,Kitimat General Hospital,Hernia Repair - Abdominal,8,5,9.9,16.3
1139,2009,Q1,Northern,Kitimat General Hospital,Hip Replacement,3,5,41.4,44.6
1140,2009,Q1,Northern,Kitimat General Hospital,Knee Arthroscopy,15,39,7.0,15.9
1141,2009,Q1,Northern,Kitimat General Hospital,Knee Replacement,31,15,37.9,42.9
1142,2009,Q1,Northern,Kitimat General Hospital,Other Orthopaedic Surgery,7,16,6.6,50.1
1143,2009,Q1,Northern,Kitimat General Hospital,Shoulder Surgery,7,5,9.7,32.1
1144,2009,Q1,Northern,Mills Memorial Hospital,All Other Procedures,3,11,0.0,0.0
1145,2009,Q1,Northern,Mills Memorial Hospital,All Procedures,125,268,0.0,0.0
1146,2009,Q1,Northern,Mills Memorial Hospital,Cataract Surgery,90,170,0.0,0.0
1147,2009,Q1,Northern,Mills Memorial Hospital,Cholecystectomy,3,10,0.0,0.0
1148,2009,Q1,Northern,Mills Memorial Hospital,D&C and Related Surgery,3,6,0.0,0.1
1149,2009,Q1,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,3,9,0.0,0.0
1150,2009,Q1,Northern,Mills Memorial Hospital,Hernia Repair - Abdominal,6,5,0.0,0.0
1151,2009,Q1,Northern,Mills Memorial Hospital,Uterine Surgery,9,30,0.0,0.0
1152,2009,Q1,Northern,Prince Rupert Regional Hospital,All Other Procedures,3,8,2.4,5.5
1153,2009,Q1,Northern,Prince Rupert Regional Hospital,All Procedures,55,182,2.4,7.1
1154,2009,Q1,Northern,Prince Rupert Regional Hospital,Bladder Surgery,3,5,5.7,7.1
1155,2009,Q1,Northern,Prince Rupert Regional Hospital,Cholecystectomy,3,8,4.4,6.2
1156,2009,Q1,Northern,Prince Rupert Regional Hospital,D&C and Related Surgery,3,7,1.1,7.0
1157,2009,Q1,Northern,Prince Rupert Regional Hospital,Fallopian Tube/Ovarian Surgery,5,13,3.0,5.8
1158,2009,Q1,Northern,Prince Rupert Regional Hospital,Foot/Ankle Surgery,3,6,3.1,9.6
1159,2009,Q1,Northern,Prince Rupert Regional Hospital,Hernia Repair - Abdominal,3,9,3.3,6.1
1160,2009,Q1,Northern,Prince Rupert Regional Hospital,Knee Arthroscopy,3,20,1.8,4.0
1161,2009,Q1,Northern,Prince Rupert Regional Hospital,Knee Replacement,3,9,3.0,8.1
1162,2009,Q1,Northern,Prince Rupert Regional Hospital,Other Joint Reconstruction,3,7,3.0,6.5
1163,2009,Q1,Northern,Prince Rupert Regional Hospital,Other Orthopaedic Surgery,3,16,0.9,3.1
1164,2009,Q1,Northern,Prince Rupert Regional Hospital,Uterine Surgery,6,20,5.5,10.3
1165,2009,Q1,Northern,St. John Hospital,All Other Procedures,57,85,7.7,12.0
1166,2009,Q1,Northern,St. John Hospital,All Procedures,244,272,9.3,22.4
1167,2009,Q1,Northern,St. John Hospital,Bladder Surgery,3,8,18.1,65.3
1168,2009,Q1,Northern,St. John Hospital,Cyst/Ganglion Removal,7,6,7.3,16.9
1169,2009,Q1,Northern,St. John Hospital,Dental Surgery,9,21,10.0,15.0
1170,2009,Q1,Northern,St. John Hospital,Fallopian Tube/Ovarian Surgery,3,7,12.1,21.1
1171,2009,Q1,Northern,St. John Hospital,Hernia Repair - Abdominal,3,9,11.1,22.7
1172,2009,Q1,Northern,St. John Hospital,Knee Arthroscopy,28,25,13.1,26.7
1173,2009,Q1,Northern,St. John Hospital,Male Reproductive Surgery,12,18,9.6,18.3
1174,2009,Q1,Northern,St. John Hospital,Myringotomy,5,13,4.6,7.7
1175,2009,Q1,Northern,St. John Hospital,Nasal Surgery,16,10,23.9,36.9
1176,2009,Q1,Northern,St. John Hospital,Other Orthopaedic Surgery,13,10,10.6,13.0
1177,2009,Q1,Northern,St. John Hospital,Tonsillectomy/Adenoidectomy,62,22,14.0,25.7
1178,2009,Q1,Northern,St. John Hospital,Uterine Surgery,5,10,6.9,11.0
1179,2009,Q1,Northern,The University Hospital Of Northern British Columbia,All Other Procedures,56,27,5.0,51.3
1180,2009,Q1,Northern,The University Hospital Of Northern British Columbia,All Procedures,2983,1401,5.9,44.9
1181,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Biopsy in OR,13,14,2.9,6.6
1182,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Bladder Surgery,83,47,3.4,46.7
1183,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Bowel Resection,12,23,2.9,9.3
1184,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Breast Biopsy,7,26,3.0,4.4
1185,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Breast Reconstruction,11,10,2.2,13.5
1186,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Breast Reduction,70,24,12.0,24.0
1187,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Cataract Surgery,173,222,4.7,30.0
1188,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Cholecystectomy,55,49,10.0,24.5
1189,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Colostomy/Ileostomy,3,9,11.1,53.8
1190,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Cone Biopsy,5,23,3.6,7.2
1191,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Cyst/Ganglion Removal,26,6,3.1,39.4
1192,2009,Q1,Northern,The University Hospital Of Northern British Columbia,D&C and Related Surgery,49,32,4.1,12.4
1193,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Dental Surgery,88,79,8.6,33.4
1194,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Examination Under Anaesthetic,8,21,1.4,5.9
1195,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Excision Lesion/Tumour,7,9,2.3,85.1
1196,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Fallopian Tube/Ovarian Surgery,70,22,5.4,38.2
1197,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Foot/Ankle Surgery,52,6,61.5,174.4
1198,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Fracture Repair,21,14,9.6,49.0
1199,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Hand/Wrist Surgery,48,19,15.0,78.4
1200,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Hernia Repair - Abdominal,90,61,8.9,28.7
1201,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Hip Replacement,108,26,37.1,83.1
1202,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Kidney/Bladder Stone Removal,7,11,3.6,12.1
1203,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Knee - ACL Repair,69,13,9.0,40.0
1204,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Knee Arthroscopy,250,42,16.2,52.8
1205,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Knee Replacement,420,47,38.0,103.3
1206,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Laparoscopy,28,20,7.5,52.5
1207,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Laparotomy,3,10,4.7,10.7
1208,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Lens & Vitreous (non-cataract) Surgery,3,11,4.1,7.1
1209,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Male Reproductive Surgery,41,14,8.4,91.5
1210,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Mastectomy,6,31,2.1,5.1
1211,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Nasal Surgery,32,7,67.9,110.1
1212,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Oral Cavity & Pharynx Surgery,5,6,10.0,40.9
1213,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Other Eye Surgery,18,5,5.6,25.4
1214,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Other Joint Reconstruction,68,10,20.7,68.4
1215,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Other Orthopaedic Surgery,206,52,8.1,34.6
1216,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Other Urology Surgery,37,33,4.7,8.8
1217,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Prostate Surgery,49,29,6.7,75.1
1218,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Rectal Surgery,20,8,5.4,73.9
1219,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Shoulder Surgery,204,33,23.0,82.4
1220,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Sinus Surgery,41,8,12.8,58.2
1221,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Skin Surgery,3,9,10.7,55.6
1222,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Skin Tumour Removal,11,16,3.7,22.8
1223,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Tendon Surgery,16,12,17.0,106.8
1224,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Thyroidectomy,9,15,3.9,8.9
1225,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Tonsillectomy/Adenoidectomy,72,11,75.0,100.7
1226,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Uterine Surgery,172,122,4.4,28.8
1227,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Vaginal Repair,42,11,12.0,97.1
1228,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Vascular Surgery - Other,25,8,4.4,27.6
1229,2009,Q1,Northern,The University Hospital Of Northern British Columbia,Wound/Laceration Care,14,6,8.4,11.5
1230,2009,Q1,Northern,Wrinch Memorial Hospital,All Procedures,14,23,10.1,17.8
1231,2009,Q1,Northern,Wrinch Memorial Hospital,Dental Surgery,9,12,15.9,17.4
2991,2009,Q2,Northern,All Facilities,All Other Procedures,390,483,4.7,15.1
2992,2009,Q2,Northern,All Facilities,All Procedures,5038,3129,5.0,26.6
2993,2009,Q2,Northern,All Facilities,Biopsy in OR,14,26,3.1,13.8
2994,2009,Q2,Northern,All Facilities,Bladder Surgery,137,82,3.8,27.4
2995,2009,Q2,Northern,All Facilities,Bowel Resection,23,22,3.1,9.7
2996,2009,Q2,Northern,All Facilities,Breast Biopsy,9,45,3.3,7.8
2997,2009,Q2,Northern,All Facilities,Breast Reconstruction,14,28,3.2,9.3
2998,2009,Q2,Northern,All Facilities,Breast Reduction,69,20,16.1,22.5
2999,2009,Q2,Northern,All Facilities,Cataract Surgery,429,380,6.9,39.1
3000,2009,Q2,Northern,All Facilities,Cholecystectomy,94,99,4.3,22.3
3001,2009,Q2,Northern,All Facilities,Colostomy/Ileostomy,3,6,5.0,7.6
3002,2009,Q2,Northern,All Facilities,Cone Biopsy,6,26,1.9,5.9
3003,2009,Q2,Northern,All Facilities,Cyst/Ganglion Removal,62,48,5.1,14.5
3004,2009,Q2,Northern,All Facilities,D&C and Related Surgery,71,94,2.9,11.7
3005,2009,Q2,Northern,All Facilities,Dental Surgery,165,106,4.7,19.3
3006,2009,Q2,Northern,All Facilities,Endarterectomy,3,8,5.1,12.6
3007,2009,Q2,Northern,All Facilities,Examination Under Anaesthetic,13,16,3.3,17.5
3008,2009,Q2,Northern,All Facilities,Excision Lesion/Tumour,22,19,3.7,13.0
3009,2009,Q2,Northern,All Facilities,Facial Bone Reconstruction,6,8,3.4,4.9
3010,2009,Q2,Northern,All Facilities,Fallopian Tube/Ovarian Surgery,122,50,3.8,13.6
3011,2009,Q2,Northern,All Facilities,Foot/Ankle Surgery,60,11,8.0,13.1
3012,2009,Q2,Northern,All Facilities,Fracture Repair,35,10,1.9,8.6
3013,2009,Q2,Northern,All Facilities,Hand/Wrist Surgery,79,46,6.1,18.6
3014,2009,Q2,Northern,All Facilities,Hernia Repair - Abdominal,192,157,5.1,20.7
3015,2009,Q2,Northern,All Facilities,Hip Replacement,137,32,26.9,78.0
3016,2009,Q2,Northern,All Facilities,Kidney/Bladder Stone Removal,3,8,4.3,9.9
3017,2009,Q2,Northern,All Facilities,Knee - ACL Repair,83,23,6.7,20.9
3018,2009,Q2,Northern,All Facilities,Knee Arthroscopy,347,139,7.6,30.7
3019,2009,Q2,Northern,All Facilities,Knee Replacement,523,61,23.6,89.0
3020,2009,Q2,Northern,All Facilities,Laparoscopy,37,27,3.4,11.3
3021,2009,Q2,Northern,All Facilities,Laparotomy,7,15,1.6,5.8
3022,2009,Q2,Northern,All Facilities,Lipectomy,9,19,6.3,23.5
3023,2009,Q2,Northern,All Facilities,Male Reproductive Surgery,90,50,6.3,20.3
3024,2009,Q2,Northern,All Facilities,Mastectomy,13,47,2.3,6.5
3025,2009,Q2,Northern,All Facilities,Myringotomy,18,14,8.4,13.0
3026,2009,Q2,Northern,All Facilities,Nasal Surgery,83,15,19.0,42.9
3027,2009,Q2,Northern,All Facilities,Nerve Surgery,23,23,2.1,8.6
3028,2009,Q2,Northern,All Facilities,Other Joint Reconstruction,79,14,17.6,37.9
3029,2009,Q2,Northern,All Facilities,Other Orthopaedic Surgery,305,125,4.6,19.5
3030,2009,Q2,Northern,All Facilities,Other Urology Surgery,104,51,5.1,22.3
3031,2009,Q2,Northern,All Facilities,Prostate Surgery,51,32,5.8,57.9
3032,2009,Q2,Northern,All Facilities,Rectal Surgery,40,10,7.6,44.1
3033,2009,Q2,Northern,All Facilities,Shoulder Surgery,245,59,5.9,61.5
3034,2009,Q2,Northern,All Facilities,Sinus Surgery,37,13,32.6,65.9
3035,2009,Q2,Northern,All Facilities,Skin Surgery,5,10,4.9,15.7
3036,2009,Q2,Northern,All Facilities,Skin Tumour Removal,58,61,2.9,7.9
3037,2009,Q2,Northern,All Facilities,Tendon Surgery,25,10,5.3,13.9
3038,2009,Q2,Northern,All Facilities,Thyroidectomy,15,18,4.8,10.9
3039,2009,Q2,Northern,All Facilities,Tonsillectomy/Adenoidectomy,188,99,15.1,38.9
3040,2009,Q2,Northern,All Facilities,Uterine Surgery,237,205,3.4,16.7
3041,2009,Q2,Northern,All Facilities,Vaginal Repair,60,18,9.5,79.3
3042,2009,Q2,Northern,All Facilities,Varicose Veins Ligation/Stripping,51,16,8.6,18.7
3043,2009,Q2,Northern,All Facilities,Vascular Surgery - Other,26,38,2.1,17.6
3044,2009,Q2,Northern,All Facilities,Wound/Laceration Care,20,31,1.0,8.1
3045,2009,Q2,Northern,Bulkley Valley District Hospital,All Procedures,142,89,9.1,33.7
3046,2009,Q2,Northern,Bulkley Valley District Hospital,Bladder Surgery,9,5,10.3,23.8
3047,2009,Q2,Northern,Bulkley Valley District Hospital,Hernia Repair - Abdominal,9,10,12.9,33.6
3048,2009,Q2,Northern,Bulkley Valley District Hospital,Knee Arthroscopy,11,11,7.1,16.0
3049,2009,Q2,Northern,Bulkley Valley District Hospital,Other Urology Surgery,34,14,22.1,49.3
3050,2009,Q2,Northern,Bulkley Valley District Hospital,Uterine Surgery,3,9,6.6,22.3
3051,2009,Q2,Northern,Dawson Creek And District Hospital,All Other Procedures,3,5,2.0,3.8
3052,2009,Q2,Northern,Dawson Creek And District Hospital,All Procedures,241,268,4.4,18.3
3053,2009,Q2,Northern,Dawson Creek And District Hospital,Bladder Surgery,6,6,5.5,22.0
3054,2009,Q2,Northern,Dawson Creek And District Hospital,Cholecystectomy,10,12,4.6,7.8
3055,2009,Q2,Northern,Dawson Creek And District Hospital,Cone Biopsy,3,9,2.1,4.1
3056,2009,Q2,Northern,Dawson Creek And District Hospital,D&C and Related Surgery,3,22,2.3,8.0
